Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR
Td 5h 2d,KhJc,0.032,41.10,27.4186,101.088
Td 5h 2d,KhQc,0.032,42.58,28.1931,100.313
Td 5h 2d,KhKc,0.021,81.08,82.5216,154.212
Td 5h 2d,Kh7d,0.001,36.06,25.7641,108.243
Td 5h 2d,Kh8d,0.025,37.19,25.3519,103.273
Td 5h 2d,Kh9d,0.051,39.94,26.3076,99.8008
Td 5h 2d,KhJd,0.025,44.50,32.0944,109.273
Td 5h 2d,KhQd,0.030,46.13,33.3647,109.578
Td 5h 2d,KhKd,0.028,83.74,87.9702,159.169
Td 5h 2d,Kh2h,0.055,54.94,43.568,120.15
Td 5h 2d,Kh3h,0.033,35.65,27.2277,115.716
Td 5h 2d,Kh4h,0.033,35.84,27.3259,115.527
Td 5h 2d,Kh6h,0.035,36.64,26.8383,110.975
Td 5h 2d,Kh7h,0.029,36.24,26.0248,108.812
Td 5h 2d,Kh8h,0.019,37.27,26.0019,105.714
Td 5h 2d,Kh9h,0.010,39.80,27.0687,103.039
Td 5h 2d,KhTh,0.040,78.38,69.7485,134.825
Td 5h 2d,KhJh,0.038,44.03,32.7937,112.854
Td 5h 2d,KhQh,0.053,45.44,33.4621,111.582
Td 5h 2d,Kh7s,0.005,32.91,22.0379,101.47
Td 5h 2d,Kh8s,0.033,34.02,21.9982,97.9856
Td 5h 2d,Kh9s,0.035,36.68,23.1158,95.4759
Td 5h 2d,KhTs,0.018,77.28,64.6131,126.675
Td 5h 2d,KhJs,0.032,41.10,27.4186,101.088
Td 5h 2d,KhQs,0.032,42.58,28.1931,100.313
Td 5h 2d,Ah3c,0.021,48.33,36.5181,114.474
Td 5h 2d,Ah4c,0.022,48.42,36.6377,114.636
Td 5h 2d,Ah5c,0.037,61.69,42.3826,104.089
Td 5h 2d,Ah6c,0.047,42.29,24.1611,86.5687
Td 5h 2d,Ah7c,0.023,43.76,24.3526,84.3272
Td 5h 2d,Ah8c,0.052,45.96,25.5209,84.1371
Td 5h 2d,Ah9c,0.074,48.21,26.9044,84.56
Td 5h 2d,AhTc,0.029,79.64,71.0724,135.215
Td 5h 2d,AhJc,0.041,52.58,31.7733,91.5658
Td 5h 2d,AhQc,0.046,53.56,32.6059,92.2331
Td 5h 2d,AhKc,0.055,54.07,33.0709,92.676
Td 5h 2d,AhAc,0.031,84.09,86.2107,155.329
Td 5h 2d,Ah3d,0.028,50.54,39.14,117.33
Td 5h 2d,Ah4d,0.029,50.75,39.4163,117.67
Td 5h 2d,Ah5d,0.031,64.08,46.933,110.978
Td 5h 2d,Ah6d,0.039,45.18,27.0035,90.5501
Td 5h 2d,Ah7d,0.043,46.68,27.0978,87.9586
Td 5h 2d,Ah8d,0.023,48.89,28.364,87.9028
Td 5h 2d,Ah9d,0.039,51.27,30.0186,88.7145
Td 5h 2d,AhJd,0.033,55.77,36.2296,98.4358
Td 5h 2d,AhQd,0.040,56.87,37.5765,100.12
Td 5h 2d,AhKd,0.050,57.53,38.9486,102.575
Td 5h 2d,AhAd,0.035,86.80,92.7289,161.868
Td 5h 2d,Ah2h,0.054,56.31,43.9187,118.181
Td 5h 2d,Ah3h,0.084,50.76,42.4404,126.687
Td 5h 2d,Ah4h,0.075,50.86,42.4469,126.449
Td 5h 2d,Ah6h,0.014,45.12,28.6276,96.1423
Td 5h 2d,Ah7h,0.008,46.52,28.7751,93.7214
Td 5h 2d,Ah8h,0.006,48.60,29.845,93.0392
Td 5h 2d,Ah9h,0.005,50.79,31.2492,93.2231
Td 5h 2d,AhTh,0.049,80.67,76.6506,143.959
Td 5h 2d,AhJh,0.056,54.95,37.2618,102.75
Td 5h 2d,AhQh,0.052,55.90,37.9198,102.785
Td 5h 2d,AhKh,0.074,56.38,38.2715,102.846
Td 5h 2d,Ah3s,0.021,48.33,36.5181,114.474
Td 5h 2d,Ah4s,0.022,48.42,36.6377,114.636
Td 5h 2d,Ah5s,0.037,61.69,42.3826,104.089
Td 5h 2d,Ah6s,0.047,42.29,24.1611,86.5687
Td 5h 2d,Ah7s,0.023,43.76,24.3526,84.3272
Td 5h 2d,Ah8s,0.052,45.96,25.5209,84.1372
Td 5h 2d,Ah9s,0.074,48.21,26.9044,84.5599
Td 5h 2d,AhTs,0.029,79.64,71.0724,135.215
Td 5h 2d,AhJs,0.041,52.58,31.7733,91.5658
Td 5h 2d,AhQs,0.046,53.56,32.6059,92.2331
Td 5h 2d,AhKs,0.055,54.07,33.0709,92.676
Td 5h 2d,2s2c,0.036,91.35,145.835,241.875
Td 5h 2d,2s2h,0.022,91.39,146.459,242.807
Td 5h 2d,3s3c,0.013,50.25,32.7636,98.7922
Td 5h 2d,3s3d,0.030,52.67,35.725,102.767
Td 5h 2d,3s3h,0.013,50.25,33.0439,99.6354
Td 5h 2d,4s4c,0.013,52.03,34.2227,99.6597
Td 5h 2d,4s4d,0.035,54.55,37.3522,103.741
Td 5h 2d,4s4h,0.012,52.05,34.6558,100.878
Td 5h 2d,5s5c,0.023,92.50,161.349,264.299
Td 5h 2d,5s5d,0.062,93.36,159.743,259.237
Td 5h 2d,5s4s,0.013,58.22,41.475,107.93
Td 5h 2d,6s6c,0.020,58.94,40.6592,104.527
Td 5h 2d,6s6d,0.046,61.55,45.2851,111.475
Td 5h 2d,6s6h,0.023,59.15,41.2884,105.764
Td 5h 2d,6s5s,0.022,58.99,41.4383,106.442
Td 5h 2d,7s7c,0.021,60.26,40.7345,102.418
Td 5h 2d,7s7d,0.047,62.88,45.5816,109.825
Td 5h 2d,7s7h,0.015,60.47,41.4258,103.799
Td 5h 2d,7s5s,0.015,58.28,40.3979,105.033
Td 5h 2d,7s6s,0.020,20.27,23.116,172.831
Td 5h 2d,8s8c,0.013,63.00,43.1639,103.812
Td 5h 2d,8s8d,0.044,65.62,47.8374,110.453
Td 5h 2d,8s8h,0.012,63.19,43.7232,104.838
Td 5h 2d,8s6s,0.018,21.04,23.0329,165.891
Td 5h 2d,8s7s,0.016,21.69,23.5536,164.513
Td 5h 2d,9s8c,0.005,23.14,22.6137,148.038
Td 5h 2d,9s9c,0.005,65.55,45.9114,106.124
Td 5h 2d,9s8d,0.009,26.47,26.0833,149.279
Td 5h 2d,9s9d,0.042,68.28,50.7588,112.632
Td 5h 2d,9s8h,0.022,23.23,22.9401,149.6
Td 5h 2d,9s9h,0.005,65.69,46.3654,106.944
Td 5h 2d,9s6s,0.046,20.76,21.0871,153.934
Td 5h 2d,9s7s,0.026,21.26,21.7558,155.05
Td 5h 2d,9s8s,0.031,23.17,22.6478,148.101
Td 5h 2d,Ts8c,0.029,71.08,52.0251,110.897
Td 5h 2d,Ts9c,0.042,71.84,53.2974,112.401
Td 5h 2d,TsTc,0.078,92.94,157.536,256.834
Td 5h 2d,Ts8d,0.035,73.52,55.676,114.744
Td 5h 2d,Ts9d,0.044,74.35,57.0097,116.179
Td 5h 2d,Ts8h,0.018,71.27,52.2918,111.176
Td 5h 2d,Ts9h,0.019,71.99,53.6534,112.925
Td 5h 2d,TsTh,0.077,92.99,157.463,256.557
Td 5h 2d,Ts5s,0.015,86.36,104.616,183.539
Td 5h 2d,Ts6s,0.035,71.22,53.2601,113.3
Td 5h 2d,Ts7s,0.037,70.59,51.9395,111.49
Td 5h 2d,Ts8s,0.041,71.07,51.9944,110.844
Td 5h 2d,Ts9s,0.041,71.88,53.327,112.405
Td 5h 2d,Js8c,0.007,25.45,23.5137,139.986
Td 5h 2d,Js9c,0.020,27.65,24.4942,134.218
Td 5h 2d,JsTc,0.040,74.81,58.0701,117.616
Td 5h 2d,JsJc,0.009,77.85,76.3734,148.642
Td 5h 2d,Js8d,0.009,28.73,26.9416,142.092
Td 5h 2d,Js9d,0.035,31.00,27.7372,135.563
Td 5h 2d,JsJd,0.012,80.33,80.8842,152.56
Td 5h 2d,Js8h,0.013,25.54,23.851,141.512
Td 5h 2d,Js9h,0.018,27.75,24.7976,135.388
Td 5h 2d,JsTh,0.029,74.87,58.3179,118.023
Td 5h 2d,JsJh,0.010,78.03,76.4448,148.436
Td 5h 2d,Js4s,0.008,22.85,22.9609,152.223
Td 5h 2d,Js5s,0.035,59.28,41.1791,105.242
Td 5h 2d,Js6s,0.019,23.26,22.2742,145.108
Td 5h 2d,Js7s,0.053,23.71,22.3562,142.878
Td 5h 2d,Js8s,0.021,25.49,23.5671,140.085
Td 5h 2d,Js9s,0.020,27.62,24.4525,134.122
Td 5h 2d,JsTs,0.041,74.83,58.0913,117.618
Td 5h 2d,Qs8c,0.001,28.48,22.344,118.889
Td 5h 2d,Qs9c,0.027,30.70,23.3178,115.091
Td 5h 2d,QsTc,0.035,75.94,60.8447,121.395
Td 5h 2d,QsJc,0.025,35.18,27.432,118.145
Td 5h 2d,QsQc,0.013,79.42,79.4171,151.508
Td 5h 2d,Qs8d,0.002,31.73,25.9022,123.687
Td 5h 2d,Qs9d,0.036,34.03,26.6087,118.474
Td 5h 2d,QsJd,0.021,38.68,32.5246,127.402
Td 5h 2d,QsQd,0.035,81.99,83.9805,155.2
Td 5h 2d,Qs8h,0.006,28.56,22.7263,120.576
Td 5h 2d,Qs9h,0.034,30.80,23.5879,116.039
Td 5h 2d,QsTh,0.023,76.01,61.0955,121.793
Td 5h 2d,QsJh,0.022,35.27,27.9268,119.956
Td 5h 2d,QsQh,0.015,79.60,79.4922,151.308
Td 5h 2d,Qs2s,0.011,52.05,37.3827,108.824
Td 5h 2d,Qs3s,0.030,26.64,22.8524,129.955
Td 5h 2d,Qs4s,0.023,26.78,22.9061,129.58
Td 5h 2d,Qs5s,0.047,59.56,41.3332,105.149
Td 5h 2d,Qs6s,0.029,27.36,22.3096,123.531
Td 5h 2d,Qs7s,0.010,26.76,21.4883,121.674
Td 5h 2d,Qs8s,0.036,28.52,22.4202,119.098
Td 5h 2d,Qs9s,0.015,30.68,23.278,114.97
Td 5h 2d,QsTs,0.035,75.97,60.8668,121.4
Td 5h 2d,QsJs,0.025,35.17,27.4144,118.118
Td 5h 2d,Ks7c,0.000,32.84,21.5302,99.3454
Td 5h 2d,Ks8c,0.007,33.94,21.5765,96.3225
Td 5h 2d,Ks9c,0.009,36.60,22.7613,94.2214
Td 5h 2d,KsTc,0.031,77.09,64.4249,126.619
Td 5h 2d,KsJc,0.029,41.01,27.1244,100.209
Td 5h 2d,KsQc,0.029,42.50,27.9104,99.5068
Td 5h 2d,KsKc,0.025,80.90,82.4503,154.419
Td 5h 2d,Ks7d,0.000,35.99,25.3035,106.525
Td 5h 2d,Ks8d,0.024,37.12,24.9265,101.757
Td 5h 2d,Ks9d,0.033,39.85,25.9602,98.6918
Td 5h 2d,KsJd,0.030,44.41,31.924,108.904
Td 5h 2d,KsQd,0.035,46.05,33.2389,109.37
Td 5h 2d,KsKd,0.047,83.57,87.7676,159.133
Td 5h 2d,Ks7h,0.005,32.92,21.995,101.22
Td 5h 2d,Ks8h,0.028,34.01,21.9104,97.604
Td 5h 2d,Ks9h,0.029,36.70,23.0361,95.0937
Td 5h 2d,KsTh,0.024,77.16,64.6806,127.008
Td 5h 2d,KsJh,0.033,41.09,27.5626,101.63
Td 5h 2d,KsQh,0.033,42.58,28.2301,100.451
Td 5h 2d,KsKh,0.021,81.08,82.5216,154.213
Td 5h 2d,Ks2s,0.031,52.49,37.5802,108.471
Td 5h 2d,Ks3s,0.038,32.42,22.8966,107.016
Td 5h 2d,Ks4s,0.029,32.60,22.9453,106.648
Td 5h 2d,Ks5s,0.061,59.85,41.591,105.299
Td 5h 2d,Ks6s,0.040,33.33,22.4285,101.957
Td 5h 2d,Ks7s,0.013,32.87,21.61,99.601
Td 5h 2d,Ks8s,0.010,33.96,21.6232,96.4813
Td 5h 2d,Ks9s,0.009,36.59,22.7334,94.1295
Td 5h 2d,KsTs,0.031,77.10,64.4346,126.621
Td 5h 2d,KsJs,0.029,41.01,27.1139,100.183
Td 5h 2d,KsQs,0.029,42.49,27.8913,99.453
Td 5h 2d,As3c,0.030,48.21,36.0741,113.371
Td 5h 2d,As4c,0.032,48.30,36.1999,113.557
Td 5h 2d,As5c,0.040,61.54,42.249,104.022
Td 5h 2d,As6c,0.026,42.17,23.6588,85.0094
Td 5h 2d,As7c,0.018,43.63,23.9735,83.2551
Td 5h 2d,As8c,0.019,45.82,25.2884,83.616
Td 5h 2d,As9c,0.039,48.06,26.6738,84.0885
Td 5h 2d,AsTc,0.028,79.50,71.2921,135.875
Td 5h 2d,AsJc,0.032,52.42,31.5655,91.2416
Td 5h 2d,AsQc,0.035,53.40,32.4047,91.9436
Td 5h 2d,AsKc,0.049,53.90,32.8695,92.3905
Td 5h 2d,AsAc,0.031,83.95,86.2931,155.748
Td 5h 2d,As3d,0.026,50.42,38.6823,116.24
Td 5h 2d,As4d,0.029,50.63,38.9586,116.587
Td 5h 2d,As5d,0.030,63.92,46.8141,110.965
Td 5h 2d,As6d,0.037,45.07,26.5343,89.2111
Td 5h 2d,As7d,0.036,46.55,26.7115,86.9387
Td 5h 2d,As8d,0.015,48.76,28.1165,87.3754
Td 5h 2d,As9d,0.019,51.12,29.7982,88.3125
Td 5h 2d,AsJd,0.033,55.61,36.1253,98.4305
Td 5h 2d,AsQd,0.042,56.70,37.4679,100.116
Td 5h 2d,AsKd,0.057,57.37,38.8317,102.557
Td 5h 2d,AsAd,0.045,86.65,92.6461,161.997
Td 5h 2d,As3h,0.026,48.27,36.0802,113.243
Td 5h 2d,As4h,0.024,48.38,36.146,113.201
Td 5h 2d,As6h,0.049,42.25,23.9444,85.872
Td 5h 2d,As7h,0.033,43.71,24.2717,84.1432
Td 5h 2d,As8h,0.055,45.88,25.4379,84.003
Td 5h 2d,As9h,0.088,48.17,26.8494,84.4597
Td 5h 2d,AsTh,0.024,79.58,71.4629,136.068
Td 5h 2d,AsJh,0.064,52.48,31.8891,92.0721
Td 5h 2d,AsQh,0.056,53.46,32.6811,92.6275
Td 5h 2d,AsKh,0.049,53.96,33.1166,92.9812
Td 5h 2d,AsAh,0.031,84.09,86.2107,155.329
Td 5h 2d,As2s,0.019,53.76,37.691,106.225
Td 5h 2d,As3s,0.035,48.21,36.0887,113.411
Td 5h 2d,As4s,0.033,48.30,36.2026,113.563
Td 5h 2d,As5s,0.040,61.54,42.2525,104.022
Td 5h 2d,As6s,0.026,42.17,23.6761,85.0637
Td 5h 2d,As7s,0.017,43.62,23.9523,83.1896
Td 5h 2d,As8s,0.018,45.82,25.2812,83.5968
Td 5h 2d,As9s,0.039,48.06,26.6733,84.0874
Td 5h 2d,AsTs,0.028,79.50,71.2995,135.881
Td 5h 2d,AsJs,0.033,52.41,31.5745,91.2727
Td 5h 2d,AsQs,0.034,53.40,32.3916,91.8983
Td 5h 2d,AsKs,0.049,53.90,32.8695,92.3905
Td 5h 2s,5c4c,0.009,60.91,46.3736,115.354
Td 5h 2s,6c5c,0.012,61.73,46.4576,114.028
Td 5h 2s,7c5c,0.011,61.01,44.828,111.33
Td 5h 2s,7c6c,0.009,21.48,24.8492,175.272
Td 5h 2s,8c6c,0.006,22.31,24.7648,168.214
Td 5h 2s,8c7c,0.005,23.01,25.4873,167.813
Td 5h 2s,9c6c,0.007,22.05,22.2658,152.974
Td 5h 2s,9c7c,0.007,22.61,23.1349,155.06
Td 5h 2s,9c8c,0.010,24.61,24.3243,149.746
Td 5h 2s,9c8d,0.003,24.70,24.7237,151.656
Td 5h 2s,9c8h,0.003,24.67,24.7201,151.799
Td 5h 2s,9c8s,0.002,24.70,24.7463,151.799
Td 5h 2s,Tc5c,0.005,89.44,118.272,200.357
Td 5h 2s,Tc6c,0.016,74.53,59.5845,121.136
Td 5h 2s,Tc7c,0.013,73.86,57.9134,118.81
Td 5h 2s,Tc8c,0.015,74.34,58.1595,118.529
Td 5h 2s,Tc9c,0.012,75.17,60.0008,120.936
Td 5h 2s,Tc8d,0.011,74.51,58.5127,118.99
Td 5h 2s,Tc9d,0.013,75.32,60.1,120.892
Td 5h 2s,Tc8h,0.008,74.53,58.566,119.059
Td 5h 2s,Tc9h,0.008,75.27,60.248,121.273
Td 5h 2s,Tc8s,0.010,74.51,58.3636,118.682
Td 5h 2s,Tc9s,0.010,75.27,60.1975,121.17
Td 5h 2s,Jc4c,0.002,24.18,24.3922,152.867
Td 5h 2s,Jc5c,0.016,62.17,45.5868,111.105
Td 5h 2s,Jc6c,0.004,24.69,23.5178,144.303
Td 5h 2s,Jc7c,0.006,25.19,23.7301,142.748
Td 5h 2s,Jc8c,0.007,27.06,25.1824,141
Td 5h 2s,Jc9c,0.011,29.31,26.0364,134.613
Td 5h 2s,JcTc,0.019,78.21,65.0448,126.008
Td 5h 2s,Jc8d,0.002,27.14,25.6211,143.012
Td 5h 2s,Jc9d,0.010,29.48,26.6144,136.799
Td 5h 2s,Jc8h,0.002,27.11,25.6092,143.148
Td 5h 2s,Jc9h,0.008,29.43,26.5705,136.791
Td 5h 2s,JcTh,0.017,78.24,65.2619,126.385
Td 5h 2s,Jc8s,0.002,27.14,25.6426,143.148
Td 5h 2s,Jc9s,0.008,29.45,26.5719,136.717
Td 5h 2s,JcTs,0.018,78.28,65.3253,126.44
Td 5h 2s,Qc2c,0.004,54.45,40.76,113.413
Td 5h 2s,Qc3c,0.006,28.17,24.302,130.732
Td 5h 2s,Qc4c,0.005,28.33,24.3949,130.473
Td 5h 2s,Qc5c,0.012,62.49,46.2977,112.255
Td 5h 2s,Qc6c,0.005,29.04,23.6337,123.309
Td 5h 2s,Qc7c,0.004,28.44,22.641,120.64
Td 5h 2s,Qc8c,0.011,30.29,23.8152,119.109
Td 5h 2s,Qc9c,0.007,32.57,24.7657,115.22
Td 5h 2s,QcTc,0.015,79.35,68.7551,131.282
Td 5h 2s,QcJc,0.014,37.21,30.2878,123.336
Td 5h 2s,Qc8d,0.001,30.38,24.2525,120.967
Td 5h 2s,Qc9d,0.007,32.74,25.239,116.786
Td 5h 2s,QcJd,0.007,37.39,30.9255,125.332
Td 5h 2s,Qc8h,0.001,30.33,24.2415,121.102
Td 5h 2s,Qc9h,0.006,32.69,25.189,116.763
Td 5h 2s,QcTh,0.015,79.39,68.9898,131.674
Td 5h 2s,QcJh,0.008,37.31,30.8285,125.197
Td 5h 2s,Qc8s,0.001,30.38,24.2702,121.06
Td 5h 2s,Qc9s,0.006,32.71,25.2034,116.756
Td 5h 2s,QcTs,0.015,79.43,69.0516,131.722
Td 5h 2s,QcJs,0.008,37.34,30.8539,125.21
Td 5h 2s,Kc2c,0.007,54.89,41.2305,113.804
Td 5h 2s,Kc3c,0.006,34.23,24.3643,107.855
Td 5h 2s,Kc4c,0.004,34.43,24.4267,107.482
Td 5h 2s,Kc5c,0.008,62.83,47.0114,113.372
Td 5h 2s,Kc6c,0.006,35.30,23.7037,101.732
Td 5h 2s,Kc7c,0.008,34.85,22.6659,98.5375
Td 5h 2s,Kc8c,0.003,36.00,22.6768,95.4485
Td 5h 2s,Kc9c,0.004,38.77,23.8828,93.3416
Td 5h 2s,KcTc,0.011,80.50,73.3635,138.088
Td 5h 2s,KcJc,0.009,43.33,29.3861,102.749
Td 5h 2s,KcQc,0.010,44.89,30.5356,103.064
Td 5h 2s,Kc7d,0.001,34.93,23.074,100.094
Td 5h 2s,Kc8d,0.007,36.11,23.0586,96.7492
Td 5h 2s,Kc9d,0.007,38.95,24.2942,94.4983
Td 5h 2s,KcJd,0.009,43.52,29.9338,104.224
Td 5h 2s,KcQd,0.011,45.08,30.9604,104.058
Td 5h 2s,Kc7h,0.001,34.90,23.0802,100.195
Td 5h 2s,Kc8h,0.006,36.05,23.0442,96.8526
Td 5h 2s,Kc9h,0.006,38.88,24.23,94.4347
Td 5h 2s,KcTh,0.011,80.55,73.6062,138.451
Td 5h 2s,KcJh,0.010,43.41,29.8159,104.063
Td 5h 2s,KcQh,0.012,44.97,30.7931,103.746
Td 5h 2s,Kc7s,0.001,34.96,23.1442,100.302
Td 5h 2s,Kc8s,0.006,36.11,23.0638,96.7667
Td 5h 2s,Kc9s,0.007,38.90,24.2398,94.41
Td 5h 2s,KcTs,0.012,80.59,73.6617,138.483
Td 5h 2s,KcJs,0.010,43.44,29.8291,104.03
Td 5h 2s,KcQs,0.012,44.98,30.7892,103.705
Td 5h 2s,Ac2c,0.005,56.21,41.5152,111.911
Td 5h 2s,Ac3c,0.012,50.65,41.4893,124.1
Td 5h 2s,Ac4c,0.012,50.77,41.5242,123.934
Td 5h 2s,Ac5c,0.006,64.65,48.5307,113.735
Td 5h 2s,Ac6c,0.010,44.51,24.6862,84.0293
Td 5h 2s,Ac7c,0.006,46.03,25.0018,82.2969
Td 5h 2s,Ac8c,0.004,48.31,26.5983,83.4128
Td 5h 2s,Ac9c,0.011,50.67,28.132,84.1244
Td 5h 2s,AcTc,0.012,82.97,83.4145,152.319
Td 5h 2s,AcJc,0.013,55.17,34.1927,93.8966
Td 5h 2s,AcQc,0.014,56.22,35.3138,95.1768
Td 5h 2s,AcKc,0.016,56.73,36.1006,96.4119
Td 5h 2s,Ac3d,0.010,50.77,41.6291,124.243
Td 5h 2s,Ac4d,0.011,50.88,41.7492,124.322
Td 5h 2s,Ac5d,0.006,64.77,48.8589,114.299
Td 5h 2s,Ac6d,0.011,44.61,25.2029,85.597
Td 5h 2s,Ac7d,0.007,46.13,25.3718,83.3263
Td 5h 2s,Ac8d,0.010,48.45,26.8553,83.98
Td 5h 2s,Ac9d,0.021,50.88,28.4356,84.6819
Td 5h 2s,AcJd,0.015,55.38,34.5581,94.5423
Td 5h 2s,AcQd,0.014,56.41,35.7518,96.027
Td 5h 2s,AcKd,0.014,56.91,36.5041,97.1788
Td 5h 2s,Ac3h,0.009,50.71,41.6733,124.508
Td 5h 2s,Ac4h,0.010,50.84,41.7488,124.423
Td 5h 2s,Ac6h,0.011,44.58,25.1491,85.4666
Td 5h 2s,Ac7h,0.007,46.10,25.3261,83.2312
Td 5h 2s,Ac8h,0.009,48.37,26.7859,83.9075
Td 5h 2s,Ac9h,0.020,50.77,28.3346,84.56
Td 5h 2s,AcTh,0.009,83.04,83.5915,152.516
Td 5h 2s,AcJh,0.014,55.23,34.4406,94.4764
Td 5h 2s,AcQh,0.013,56.26,35.5668,95.7871
Td 5h 2s,AcKh,0.012,56.79,36.3447,96.973
Td 5h 2s,Ac3s,0.009,50.76,41.6154,124.225
Td 5h 2s,Ac4s,0.011,50.86,41.6862,124.19
Td 5h 2s,Ac5s,0.007,64.73,48.5586,113.654
Td 5h 2s,Ac6s,0.012,44.67,25.2193,85.5487
Td 5h 2s,Ac7s,0.007,46.19,25.394,83.3041
Td 5h 2s,Ac8s,0.009,48.46,26.8449,83.937
Td 5h 2s,Ac9s,0.020,50.80,28.3579,84.572
Td 5h 2s,AcTs,0.007,83.09,83.7772,152.774
Td 5h 2s,AcJs,0.016,55.28,34.4363,94.3913
Td 5h 2s,AcQs,0.014,56.27,35.5595,95.748
Td 5h 2s,AcKs,0.014,56.80,36.3527,96.9706
Td 5h 2s,2d2c,0.011,94.01,168.988,272.364
Td 5h 2s,3d3c,0.006,52.69,35.9437,103.363
Td 5h 2s,4d4c,0.008,54.57,37.6865,104.645
Td 5h 2s,5d5c,0.017,95.26,183.332,291.592
Td 5h 2s,5d4d,0.007,63.02,51.8647,124.695
Td 5h 2s,6d6c,0.010,61.98,46.2568,113.075
Td 5h 2s,6d5d,0.017,63.78,51.7214,122.862
Td 5h 2s,7d7c,0.015,63.35,45.9306,109.851
Td 5h 2s,7d5d,0.019,63.13,50.4648,121.126
Td 5h 2s,7d6d,0.009,25.22,28.6794,172.329
Td 5h 2s,8d8c,0.017,66.25,48.4773,110.874
Td 5h 2s,8d6d,0.010,26.03,28.5898,166.409
Td 5h 2s,8d7d,0.012,26.74,29.762,168.656
Td 5h 2s,9d8c,0.002,24.74,24.8216,152.02
Td 5h 2s,9d9c,0.013,69.02,51.904,113.935
Td 5h 2s,9d6d,0.004,25.85,26.5172,155.439
Td 5h 2s,9d7d,0.006,26.41,27.2655,156.45
Td 5h 2s,9d8d,0.010,28.34,28.9106,154.541
Td 5h 2s,9d8h,0.002,24.82,25.2435,154.071
Td 5h 2s,9d8s,0.002,24.85,25.2712,154.075
Td 5h 2s,Jd8c,0.002,27.18,25.7498,143.553
Td 5h 2s,Jd9c,0.012,29.49,26.6891,137.107
Td 5h 2s,JdTc,0.016,78.39,65.2819,126.183
Td 5h 2s,JdJc,0.003,81.41,91.0164,169.401
Td 5h 2s,Jd4d,0.004,27.91,28.415,154.255
Td 5h 2s,Jd5d,0.013,64.44,51.8781,121.986
Td 5h 2s,Jd6d,0.011,28.50,27.5647,146.553
Td 5h 2s,Jd7d,0.012,29.00,27.8978,145.736
Td 5h 2s,Jd8d,0.012,30.80,29.7614,146.39
Td 5h 2s,Jd9d,0.005,32.96,32.2432,148.216
Td 5h 2s,Jd8h,0.001,27.26,26.1833,145.527
Td 5h 2s,Jd9h,0.008,29.59,27.1871,139.195
Td 5h 2s,JdTh,0.015,78.44,65.5226,126.556
Td 5h 2s,Jd8s,0.001,27.30,26.2215,145.548
Td 5h 2s,Jd9s,0.008,29.61,27.1884,139.119
Td 5h 2s,JdTs,0.014,78.49,65.5961,126.631
Td 5h 2s,Qd8c,0.000,30.41,24.3821,121.463
Td 5h 2s,Qd9c,0.007,32.76,25.318,117.106
Td 5h 2s,QdTc,0.011,79.53,68.8876,131.24
Td 5h 2s,QdJc,0.009,37.39,30.6927,124.367
Td 5h 2s,QdQc,0.004,83.04,94.6419,172.686
Td 5h 2s,Qd2d,0.009,57.09,47.0165,124.788
Td 5h 2s,Qd3d,0.009,31.76,28.5447,136.177
Td 5h 2s,Qd4d,0.008,31.92,28.6463,135.963
Td 5h 2s,Qd5d,0.017,64.79,52.6478,123.127
Td 5h 2s,Qd6d,0.011,32.69,27.91,129.352
Td 5h 2s,Qd7d,0.006,32.16,27.0083,127.256
Td 5h 2s,Qd8d,0.008,33.95,28.32,126.372
Td 5h 2s,Qd9d,0.016,36.16,29.7605,124.704
Td 5h 2s,QdJd,0.009,40.63,36.9074,137.64
Td 5h 2s,Qd8h,0.000,30.49,24.853,123.494
Td 5h 2s,Qd9h,0.007,32.86,25.6997,118.507
Td 5h 2s,QdTh,0.009,79.59,69.1862,131.708
Td 5h 2s,QdJh,0.007,37.48,31.208,126.157
Td 5h 2s,Qd8s,0.000,30.54,24.8837,123.458
Td 5h 2s,Qd9s,0.007,32.88,25.714,118.497
Td 5h 2s,QdTs,0.010,79.63,69.2426,131.745
Td 5h 2s,QdJs,0.008,37.51,31.2336,126.169
Td 5h 2s,Kd7c,0.000,34.96,23.348,101.188
Td 5h 2s,Kd8c,0.007,36.13,23.2783,97.6156
Td 5h 2s,Kd9c,0.006,38.93,24.4448,95.1293
Td 5h 2s,KdTc,0.012,80.68,73.1088,137.301
Td 5h 2s,KdJc,0.011,43.50,29.7703,103.687
Td 5h 2s,KdQc,0.012,45.07,30.8659,103.775
Td 5h 2s,KdKc,0.005,84.58,98.6227,176.677
Td 5h 2s,Kd2d,0.013,57.55,47.9977,126.368
Td 5h 2s,Kd3d,0.009,37.59,29.5705,119.199
Td 5h 2s,Kd4d,0.008,37.79,29.5781,118.589
Td 5h 2s,Kd5d,0.015,65.14,53.8768,125.309
Td 5h 2s,Kd6d,0.012,38.70,28.6426,112.135
Td 5h 2s,Kd7d,0.007,38.31,27.721,109.63
Td 5h 2s,Kd8d,0.005,39.45,27.8063,106.804
Td 5h 2s,Kd9d,0.005,42.15,29.2938,105.304
Td 5h 2s,KdJd,0.015,46.55,36.4766,118.737
Td 5h 2s,KdQd,0.012,48.03,37.3717,117.883
Td 5h 2s,Kd7h,0.001,35.04,23.7894,102.857
Td 5h 2s,Kd8h,0.006,36.20,23.6945,99.1754
